"customer_id","first_name","last_name","birth_date","marital_status","gender","email_address","annual_income","education_level","occupation","home_owner"
BF-112158,Kaitlyn,Srini,1982-12-21,S,F,kaitlyn77@hotmail.com,100000,Partial College,Professional,Y
BF-1121582,Brent,Kelly,1997-08-25,M,M,brent1@hotmail.com,40000,High School,Skilled Manual,Y
BF-1121593,Jack,Simmons,1969-09-03,M,M,jack46@hotmail.com,70000,Bachelors,Management,Y
BF-1121598,Luke,Williams,1980-09-07,M,M,luke29@hotmail.com,40000,Graduate Degree,Skilled Manual,Y
BF-11275120,Wesley,Subram,1988-01-26,M,M,wesley9@hotmail.com,20000,Partial College,Manual,N
BF-11275139,Rebekah,Phillips,1960-04-11,S,F,rebekah6@hotmail.com,20000,Graduate Degree,Clerical,Y
BF-112751404,Mya,Mehta,1988-05-06,S,F,mya8@hotmail.com,70000,Partial College,Professional,N
BF-112751408,Jacqueline,Clark,1997-01-03,S,F,jacqueline25@hotmail.com,80000,Partial College,Professional,N
BF-1127518,Francisco,Reed,1967-09-17,M,M,francisco9@hotmail.com,30000,Graduate Degree,Clerical,Y
BF-1127531,Gabriel,Diaz,1990-11-16,S,M,gabriel39@hotmail.com,130000,Bachelors,Management,N
BF-1127536,Shawn,Jimenez,1965-11-07,S,M,shawn24@hotmail.com,10000,Partial High School,Manual,N
BF-1127545,Tonya,Munoz,1985-06-17,M,F,tonya15@hotmail.com,80000,Bachelors,Professional,N
BF-1127548,Alan,Goel,1987-10-28,S,M,alan8@hotmail.com,10000,Partial High School,Manual,Y
BF-112755,Cara,Ramos,1989-02-21,M,F,cara5@hotmail.com,30000,Graduate Degree,Clerical,Y
BF-1127551,Clarence,Rana,1982-09-20,M,M,clarence34@hotmail.com,110000,Partial College,Professional,Y
BF-1127555,Molly,Williams,1993-01-20,M,F,molly1@hotmail.com,40000,Partial High School,Clerical,N
BF-1127582,Stephanie,Young,1992-11-20,M,F,stephanie45@hotmail.com,100000,Partial College,Professional,Y
BF-1127591,Andre,Gomez,1966-01-18,M,M,andre8@hotmail.com,70000,Bachelors,Professional,Y
BF-1127592,Christian,Raji,1974-11-20,M,M,christian39@hotmail.com,60000,Graduate Degree,Management,Y
BF-1127593,Sean,Bell,1964-11-07,M,M,sean16@hotmail.com,70000,Bachelors,Professional,Y
BF-1127596,Taylor,Long,1966-10-19,M,F,taylor11@hotmail.com,120000,High School,Professional,Y
BF-1127598,Edward,Deng,1991-08-16,S,M,edward52@hotmail.com,40000,Partial College,Clerical,N
BF-1170103,Antonio,Deng,1998-07-08,S,M,antonio6@hotmail.com,70000,Partial College,Professional,Y
BF-1170108,Zachary,Xie,1968-01-28,M,M,zachary17@hotmail.com,50000,Bachelors,Skilled Manual,Y
BF-1170146,Blake,Reed,1962-12-26,S,M,blake0@hotmail.com,70000,Graduate Degree,Professional,Y
BF-117086,Andres,Sanz,1984-09-23,M,M,andres11@hotmail.com,40000,Bachelors,Skilled Manual,Y
BF-1215147,Summer,Gill,1960-10-17,S,F,summer13@hotmail.com,40000,Graduate Degree,Clerical,N
BF-121529,Christina,Martinez,1999-05-08,S,F,christina5@hotmail.com,130000,Graduate Degree,Management,N
BF-121586,Jillian,Perez,1982-08-08,S,F,jillian13@hotmail.com,20000,Partial College,Manual,N
BF-121595,Melanie,Browning,1983-01-20,S,F,melanie20@hotmail.com,60000,Graduate Degree,Professional,N
BF-1275110,Julia,Anderson,1981-11-17,S,F,julia71@hotmail.com,100000,Bachelors,Management,N
BF-1275134,Misty,Morgan,1970-07-22,M,M,misty0@hotmail.com,130000,High School,Professional,N
BF-1275137,Michael,Tang,1983-06-25,M,M,michael43@hotmail.com,90000,High School,Professional,Y
BF-127560,Seth,Shan,1982-11-03,S,M,seth50@hotmail.com,50000,Graduate Degree,Skilled Manual,Y
BF-127561,Marcus,Henderson,1990-03-10,S,M,marcus1@hotmail.com,70000,Bachelors,Professional,N
BF-127577,Seth,Anand,1997-04-26,M,M,seth58@hotmail.com,70000,Bachelors,Management,Y
BF-975109,Alyssa,Chandra,1984-04-01,S,F,alyssa60@hotmail.com,50000,Bachelors,Skilled Manual,N
BF-975110,Miguel,Zhou,1974-02-27,M,M,miguel11@hotmail.com,30000,High School,Skilled Manual,Y
BF-975117,Natasha,Wood,1986-09-14,M,F,natasha1@hotmail.com,60000,High School,Professional,Y
BF-975122,Andre,Chen,1978-02-03,M,M,andre0@hotmail.com,30000,Graduate Degree,Clerical,Y
BF-975134,Jenny,Rai,1964-08-09,S,F,jenny12@hotmail.com,80000,Partial College,Skilled Manual,N
BF-975137,Mindy,Diaz,1980-12-28,M,F,mindy15@hotmail.com,70000,Bachelors,Professional,N
BF-97538,Wesley,Barnes,1987-03-10,S,M,wesley5@hotmail.com,90000,Bachelors,Professional,N
BF-97595,Evan,Navarro,1979-10-21,S,M,evan25@hotmail.com,100000,High School,Management,Y
BG-103575,Alexandra,Adams,1996-10-14,M,F,alexandra29@hotmail.com,60000,High School,Professional,N
BG-110351,Marco,Verhoff,1975-04-24,M,M,marco14@hotmail.com,60000,Bachelors,Professional,Y
BG-11035113,Jamie,Taylor,1994-06-05,S,M,jamie37@hotmail.com,110000,Partial College,Professional,Y
BG-11035139,Charles,Cox,1993-09-11,S,M,charles62@hotmail.com,10000,Partial High School,Manual,N
BG-1103514,Joe,Ortega,1962-01-22,M,M,joe41@hotmail.com,110000,Partial College,Management,N
BG-110351402,Joanna,Gill,1981-10-05,S,F,joanna12@hotmail.com,30000,Partial College,Clerical,N
BG-110351408,Shane,Gonzalez,1970-05-01,S,M,shane11@hotmail.com,30000,High School,Manual,Y
BG-1103518,Bruce,Fernandez,1986-08-03,M,M,bruce33@hotmail.com,20000,Bachelors,Clerical,Y
BG-1103527,Isabella,Andersen,1975-08-16,M,F,isabella65@hotmail.com,40000,Partial College,Clerical,Y
BG-1103536,Lindsay,Watson,1963-05-21,M,F,lindsay12@hotmail.com,30000,Bachelors,Clerical,Y
BG-1103544,Aaron,Madan,1994-12-06,M,M,aaron15@hotmail.com,70000,Graduate Degree,Professional,Y
BG-1103548,Monique,Tang,1965-06-06,S,F,monique14@hotmail.com,80000,Partial College,Skilled Manual,N
BG-1103551,Neil,Raman,1984-02-28,M,M,neil15@hotmail.com,60000,Bachelors,Professional,Y
BG-1103555,Edgar,Chande,1963-12-08,S,M,edgar10@hotmail.com,60000,Bachelors,Professional,N
BG-1103558,Heather,Allen,1981-08-23,S,F,heather15@hotmail.com,40000,Partial College,Clerical,Y
BG-1103559,Noah,Perry,1973-06-21,M,M,noah66@hotmail.com,90000,Partial College,Professional,Y
BG-1103564,Karl,Raman,1983-02-17,M,M,karl15@hotmail.com,40000,Bachelors,Skilled Manual,Y
BG-110357,Carly,Ortega,1963-11-21,M,F,carly5@hotmail.com,30000,Bachelors,Clerical,Y
BG-1103582,Roy,Carlson,1979-07-22,M,M,roy35@hotmail.com,80000,Graduate Degree,Professional,Y
BG-1103597,Christian,Posti,1999-02-28,M,M,christian5@hotmail.com,60000,High School,Professional,N
BG-1103598,Roger,Malhotra,1961-07-08,S,M,roger26@hotmail.com,10000,Graduate Degree,Manual,Y
BG-116951402,Jessica,Griffin,1978-05-06,M,F,jessica10@hotmail.com,70000,Bachelors,Professional,Y
BG-116951404,Dylan,Miller,1983-05-10,S,M,dylan36@hotmail.com,30000,High School,Professional,Y
BG-116951406,Morgan,Munoz,1963-04-06,M,F,morgan1@hotmail.com,60000,Partial College,Professional,Y
BG-1169518,Colleen,Dominguez,1970-09-13,M,F,colleen45@hotmail.com,170000,Partial College,Professional,Y
BG-1169527,Seth,Robinson,1966-11-01,S,M,seth8@hotmail.com,40000,Graduate Degree,Skilled Manual,N
BG-1169531,Tommy,Rodriguez,1967-01-03,S,M,tommy5@hotmail.com,10000,High School,Skilled Manual,Y
BG-1169558,Spencer,Sanders,1988-03-01,M,M,spencer13@hotmail.com,70000,Graduate Degree,Professional,Y
BG-1169559,Gabriel,Alonso,1962-12-07,M,M,gabriel25@hotmail.com,90000,High School,Professional,Y
BG-116957,Dylan,Davis,1991-06-10,S,M,dylan28@hotmail.com,70000,Partial College,Professional,Y
BG-1169578,Evan,Sharma,1985-07-11,S,M,evan32@hotmail.com,60000,High School,Professional,Y
BG-1169582,Alfredo,Morris,1964-04-22,S,M,alfredo18@hotmail.com,130000,Graduate Degree,Management,Y
BG-1169588,Kristy,Kapoor,1980-06-11,S,F,kristy8@hotmail.com,30000,Partial College,Clerical,N
BG-1169591,Francis,Gutierrez,1980-07-20,M,M,francis1@hotmail.com,40000,Bachelors,Skilled Manual,Y
BG-1169598,Angela,Gray,1992-03-01,M,F,angela26@hotmail.com,10000,Partial College,Manual,Y
BG-11740139,Krystal,Diaz,1969-01-01,M,F,krystal21@hotmail.com,10000,Partial High School,Manual,Y
BG-117401402,Olivia,Wood,1997-09-11,M,F,olivia48@hotmail.com,80000,Graduate Degree,Professional,Y
BG-117401404,Leslie,Evans,1969-02-22,S,F,leslie3@hotmail.com,110000,Partial College,Professional,N
BG-117401406,Alejandro,Martin,1981-09-19,M,M,alejandro22@hotmail.com,70000,Partial High School,Skilled Manual,Y
BG-117401408,Michele,Kovar,1999-05-14,S,F,michele18@hotmail.com,80000,Partial College,Skilled Manual,N
BG-1174018,Bonnie,Rodriguez,1979-01-23,M,F,bonnie18@hotmail.com,90000,Bachelors,Management,Y
BG-1174027,Alyssa,Williams,1966-11-14,M,F,alyssa63@hotmail.com,60000,Graduate Degree,Professional,Y
BG-1174039,Thomas,Rivera,1982-06-05,M,M,thomas64@hotmail.com,70000,Partial College,Skilled Manual,Y
BG-1174045,Haley,Hernandez,1977-09-23,S,F,haley56@hotmail.com,80000,Bachelors,Skilled Manual,Y
BG-1174051,Gabriella,Harris,1999-06-26,S,F,gabriella34@hotmail.com,70000,Bachelors,Professional,N
BG-1174058,Rosa,Yang,1974-07-01,M,F,rosa3@hotmail.com,30000,High School,Skilled Manual,N
BG-117407,Jarrod,Shen,1981-09-13,S,M,jarrod0@hotmail.com,70000,Bachelors,Professional,N
BG-1174078,Olivia,Washington,1976-12-24,M,F,olivia22@hotmail.com,60000,Partial College,Professional,N
BG-1174082,Gary,Guo,1964-03-15,M,M,gary30@hotmail.com,40000,Graduate Degree,Clerical,Y
BG-1174097,Dylan,Bryant,1982-06-14,M,M,dylan7@hotmail.com,70000,Partial High School,Skilled Manual,N
BG-1695131,Roberto,Martinez,1965-06-15,S,M,roberto10@hotmail.com,90000,High School,Management,Y
BG-169530,Erik,Lin,1967-04-02,S,M,erik6@hotmail.com,110000,Graduate Degree,Management,N
BG-169595,Michele,Romero,1982-04-26,M,F,michele1@hotmail.com,90000,Bachelors,Professional,Y
BG-1740109,Timothy,Kovár,1960-03-25,M,M,timothy7@hotmail.com,70000,Bachelors,Professional,Y
BG-1740134,Nancy,Malhotra,1972-05-22,M,F,nancy12@hotmail.com,40000,Bachelors,Skilled Manual,Y
BG-174038,Tammy,Moreno,1962-01-23,M,F,tammy20@hotmail.com,70000,Partial College,Skilled Manual,Y
BG-174060,Brian,Griffin,1970-07-08,M,M,brian15@hotmail.com,30000,High School,Skilled Manual,N
BH-11710124,Martin,Romero,1968-04-24,S,M,martin16@hotmail.com,10000,Partial College,Manual,N
BH-11710139,Brett,Perez,1992-09-15,M,M,brett8@hotmail.com,30000,Bachelors,Clerical,Y
BH-117101402,Madeline,Gonzales,1974-09-19,M,F,madeline9@hotmail.com,40000,Partial College,Professional,N
BH-117101404,Cindy,Raman,1979-06-12,S,F,cindy17@hotmail.com,20000,Partial College,Manual,Y
BH-117101406,Dakota,Henderson,1969-09-09,M,M,dakota16@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
BH-117101408,Hunter,Muñoz,1978-06-05,M,M,hunter23@hotmail.com,40000,High School,Skilled Manual,Y
BH-1171018,Jimmy,Perez,1966-04-14,M,M,jimmy22@hotmail.com,100000,High School,Professional,Y
BH-1171039,Victoria,Garcia,1973-12-09,M,F,victoria25@hotmail.com,60000,Bachelors,Management,Y
BH-1171045,Kari,Ferrier,1986-07-12,S,F,kari31@hotmail.com,70000,High School,Professional,Y
BH-1171048,Morgan,Nelson,1964-08-05,S,F,morgan62@hotmail.com,50000,Graduate Degree,Management,Y
BH-1171051,Jonathon,Malhotra,1986-11-14,M,M,jonathon14@hotmail.com,60000,Bachelors,Professional,Y
BH-1171055,Ethan,Chander,1998-06-20,S,M,ethan35@hotmail.com,30000,Partial College,Skilled Manual,Y
BH-1171059,Bryant,Gao,1975-10-14,S,M,bryant0@hotmail.com,90000,Partial College,Professional,N
BH-1171065,Andres,Shan,1981-03-16,S,M,andres10@hotmail.com,30000,Partial College,Clerical,Y
BH-117107,Francis,Ortega,1990-02-16,S,M,francis3@hotmail.com,40000,Partial College,Clerical,Y
BH-1171082,Luis,Flores,1981-01-25,M,M,luis40@hotmail.com,60000,Partial College,Professional,Y
BH-1171091,Nancy,Sun,1988-05-27,M,F,nancy10@hotmail.com,90000,Bachelors,Professional,Y
BH-1710103,Marie,Chen,1979-04-08,M,F,marie11@hotmail.com,70000,Bachelors,Professional,N
BH-1710107,Nicole,Mehta,1987-02-10,S,F,nicole37@hotmail.com,70000,Bachelors,Professional,N
BH-1710108,Isabelle,Andersen,1978-12-18,M,F,isabelle8@hotmail.com,40000,Partial College,Skilled Manual,Y
BH-1710110,Deborah,Zimmerman,1974-04-24,M,F,deborah5@hotmail.com,20000,Partial High School,Clerical,Y
BH-1710134,Lauren,Peterson,1985-03-07,M,F,lauren46@hotmail.com,60000,High School,Professional,Y
BH-171033,Abigail,Andersen,1992-02-18,M,F,abigail14@hotmail.com,110000,High School,Management,Y
BH-171038,Kurt,Anand,1978-08-26,S,M,kurt13@hotmail.com,10000,High School,Manual,N
BH-171061,Marcus,Simmons,1968-07-23,M,M,marcus86@hotmail.com,60000,High School,Professional,N
BK-11260101,Brittney,Cooper,1988-11-07,S,F,brittney16@hotmail.com,20000,Partial College,Manual,N
BK-1126011,Kelsey,Gomez,1993-12-27,M,F,kelsey13@hotmail.com,10000,Partial College,Manual,Y
BK-11260118,Cameron,Bennett,1985-02-23,S,M,cameron9@hotmail.com,40000,Partial College,Clerical,N
BK-11260139,Alexandria,Rogers,1982-12-09,M,F,alexandria29@hotmail.com,30000,High School,Skilled Manual,Y
BK-112601402,Glenn,Nath,1960-10-15,M,M,glenn20@hotmail.com,20000,Bachelors,Clerical,Y
BK-112601404,Mackenzie,Gonzalez,1965-02-05,S,F,mackenzie17@hotmail.com,60000,Bachelors,Management,N
BK-112601406,Kelly,Collins,1993-09-02,M,F,kelly8@hotmail.com,80000,Partial College,Professional,Y
BK-1126018,Nina,Schmidt,1992-12-02,S,F,nina8@hotmail.com,40000,Graduate Degree,Clerical,Y
BK-1126027,Paula,Stewart,1996-07-10,M,F,paula22@hotmail.com,40000,Partial College,Clerical,Y
BK-1126031,Bailey,Coleman,1961-07-09,M,F,bailey23@hotmail.com,160000,Partial College,Professional,Y
BK-1126037,Felicia,Ramos,1970-04-25,M,F,felicia0@hotmail.com,30000,High School,Skilled Manual,N
BK-1126039,Rachel,Watson,1965-12-21,M,F,rachel54@hotmail.com,60000,Bachelors,Management,Y
BK-1126045,Victoria,Kelly,1992-03-11,M,F,victoria45@hotmail.com,60000,Partial College,Skilled Manual,Y
BK-1126048,Tiffany,Xu,1962-07-26,S,F,tiffany15@hotmail.com,80000,Partial College,Skilled Manual,Y
BK-1126059,Logan,Morris,1979-05-21,M,M,logan45@hotmail.com,100000,Partial College,Professional,Y
BK-112607,Randy,Collins,1975-06-15,S,M,randy14@hotmail.com,130000,Graduate Degree,Management,N
BK-1126088,Xavier,Liang,1971-02-24,S,M,xavier10@hotmail.com,30000,Partial College,Clerical,N
BK-1126091,Lance,Lin,1988-01-04,S,M,lance7@hotmail.com,30000,Partial College,Clerical,Y
BK-1260108,Alexis,Cook,1962-05-07,M,F,alexis35@hotmail.com,50000,Bachelors,Skilled Manual,Y
BK-1260134,Angela,Martinez,1977-12-27,S,F,angela39@hotmail.com,40000,High School,Professional,Y
BK-126074,John,James,1983-12-05,S,M,john56@hotmail.com,30000,High School,Professional,Y
BM-11140139,Misty,Lopez,1974-12-04,S,F,misty11@hotmail.com,10000,Partial College,Manual,N
BM-111401402,Shannon,Xu,1977-06-09,M,M,shannon30@hotmail.com,130000,Partial College,Professional,Y
BM-111401404,Jason,James,1969-12-24,M,M,jason29@hotmail.com,60000,Bachelors,Skilled Manual,N
BM-111401406,Brent,Martin,1990-05-14,M,M,brent14@hotmail.com,30000,High School,Skilled Manual,N
BM-1114018,Gavin,Sanchez,1961-07-02,S,M,gavin7@hotmail.com,10000,Partial College,Manual,N
BM-1114028,Patricia,Morris,1997-03-24,S,F,patricia12@hotmail.com,70000,Partial College,Professional,N
BM-1114039,Hunter,Griffin,1996-07-18,S,M,hunter55@hotmail.com,30000,Partial College,Skilled Manual,N
BM-1114045,Melinda,Li,1964-12-22,M,F,melinda2@hotmail.com,30000,Bachelors,Clerical,Y
BM-1114048,Vanessa,Parker,1961-07-12,S,F,vanessa2@hotmail.com,30000,High School,Skilled Manual,Y
BM-111405,Shawn,Luo,1965-04-21,M,M,shawn19@hotmail.com,10000,Partial College,Manual,Y
BM-1114055,Eduardo,Lopez,1983-10-19,M,M,eduardo19@hotmail.com,130000,Graduate Degree,Management,Y
BM-1114059,Marc,Suarez,1998-05-01,M,M,marc8@hotmail.com,160000,Partial High School,Management,N
BM-1114066,Clifford,Zhu,1961-03-28,S,M,clifford7@hotmail.com,30000,Partial College,Clerical,N
BM-111407,Evan,Jones,1985-04-24,S,M,evan2@hotmail.com,40000,High School,Skilled Manual,Y
BM-1114082,Olivia,Suri,1962-01-18,M,F,olivia35@hotmail.com,60000,High School,Professional,N
BM-1114098,Sheila,Fernandez,1961-08-13,M,F,sheila6@hotmail.com,20000,Partial College,Manual,Y
BM-1140117,Natalie,Alonso,1989-04-03,M,F,natalie81@hotmail.com,50000,Bachelors,Management,Y
BM-1140134,Mandy,Ross,1971-01-04,M,F,mandy21@hotmail.com,40000,Partial College,Clerical,Y
BM-1140137,Olivia,Blanco,1987-11-22,S,F,olivia7@hotmail.com,90000,Bachelors,Professional,N
BM-114061,Rosa,Chande,1975-03-12,M,F,rosa23@hotmail.com,70000,High School,Skilled Manual,Y
BM-114095,Dawn,Garcia,1995-10-02,M,F,dawn5@hotmail.com,70000,Bachelors,Professional,N
BM-11575102,Jamie,Wu,1970-03-17,S,M,jamie41@hotmail.com,10000,Partial College,Manual,N
BM-115751402,Jenny,Patel,1969-06-11,S,F,jenny4@hotmail.com,80000,High School,Management,Y
BM-115751404,Valerie,Hall,1960-09-28,S,F,valerie18@hotmail.com,20000,High School,Skilled Manual,Y
BM-115751406,Carla,She,1982-08-05,M,F,carla4@hotmail.com,10000,Partial High School,Manual,N
BM-1157518,Brittany,Walker,1967-06-25,M,F,brittany14@hotmail.com,70000,Graduate Degree,Professional,Y
BM-1157527,Blake,Edwards,1989-09-14,S,M,blake65@hotmail.com,60000,Bachelors,Management,Y
BM-1157531,Darryl,Henderson,1967-03-22,S,M,darryl1@hotmail.com,10000,Partial College,Manual,Y
BM-1157536,Seth,Malhotra,1992-01-04,S,M,seth27@hotmail.com,20000,Partial High School,Manual,N
BM-1157537,Christy,Moore,1982-10-18,M,F,christy14@hotmail.com,30000,High School,Skilled Manual,N
BM-1157545,Pedro,Suri,1974-06-13,M,M,pedro35@hotmail.com,130000,Bachelors,Management,Y
BM-1157559,Emma,Roberts,1984-03-13,M,F,emma41@hotmail.com,100000,Partial College,Professional,Y
BM-115757,Candace,Madan,1999-07-21,S,F,candace12@hotmail.com,90000,Bachelors,Professional,N
BM-1157582,Jesse,Wang,1999-03-19,M,M,jesse5@hotmail.com,80000,Bachelors,Management,Y
BM-1157593,Brendan,Kovár,1987-11-08,S,M,brendan15@hotmail.com,90000,Bachelors,Professional,Y
BM-11650120,Micheal,Fernandez,1992-01-04,S,M,micheal15@hotmail.com,20000,High School,Manual,Y
BM-11650124,Victor,Sara,1987-05-11,M,M,victor17@hotmail.com,10000,Partial High School,Clerical,Y
BM-11650139,Marcus,Coleman,1963-04-10,S,M,marcus76@hotmail.com,10000,Partial College,Manual,Y
BM-116501402,Arthur,Clark,1997-06-01,M,F,arthur45@hotmail.com,60000,Partial College,Skilled Manual,Y
BM-116501404,Abigail,Davis,1982-12-12,M,F,abigail3@hotmail.com,70000,Graduate Degree,Professional,Y
BM-116501406,Kristi,Navarro,1981-11-04,S,F,kristi9@hotmail.com,30000,High School,Manual,N
BM-1165027,Valerie,Sanz,1981-11-03,M,F,valerie16@hotmail.com,120000,Partial College,Professional,Y
BM-1165031,Lydia,Prasad,1964-06-13,M,F,lydia14@hotmail.com,30000,Partial College,Clerical,N
BM-1165036,Cynthia,Suarez,1960-09-11,S,F,cynthia14@hotmail.com,10000,Partial High School,Manual,Y
BM-1165045,Devin,Sanchez,1988-02-01,M,M,devin1@hotmail.com,170000,Bachelors,Management,Y
BM-116507,Sarah,Tang,1997-01-12,S,F,sarah18@hotmail.com,80000,Graduate Degree,Management,Y
BM-1165082,Cole,Lewis,1972-12-21,M,M,cole14@hotmail.com,60000,Partial College,Skilled Manual,N
BM-1165092,Bailey,Allen,1989-11-21,M,F,bailey30@hotmail.com,60000,Partial High School,Skilled Manual,N
BM-11785120,Tonya,Suarez,1967-01-07,S,F,tonya8@hotmail.com,20000,High School,Manual,N
BM-11785139,Savannah,Fernandez,1982-08-10,S,F,savannah1@hotmail.com,20000,Partial College,Manual,Y
BM-117851402,Craig,Jiménez,1990-09-27,S,,craig14@hotmail.com,40000,Partial High School,Clerical,N
BM-117851404,Nicholas,Baker,1979-09-20,M,M,nicholas13@hotmail.com,70000,Partial College,Professional,Y
BM-117851406,Anthony,Bell,1998-09-20,M,M,anthony4@hotmail.com,60000,Partial College,Professional,Y
BM-117851408,Marc,Cox,1982-11-14,S,M,marc13@hotmail.com,40000,Bachelors,Professional,Y
BM-1178527,Eduardo,Navarro,2000-02-03,S,M,eduardo58@hotmail.com,30000,Graduate Degree,Clerical,Y
BM-1178528,Melody,Sanz,1961-01-20,S,F,melody6@hotmail.com,60000,Partial College,Skilled Manual,Y
BM-1178545,Dalton,Thompson,1978-09-08,S,M,dalton53@hotmail.com,60000,Bachelors,Professional,Y
BM-1178548,Arthur,Liang,1978-10-20,S,M,arthur37@hotmail.com,20000,Partial College,Manual,N
BM-1178555,Evan,Baker,1984-12-12,M,M,evan7@hotmail.com,60000,High School,Professional,N
BM-1178558,Logan,Yuan,1995-01-25,S,M,logan54@hotmail.com,30000,Partial College,Clerical,N
BM-1178559,Lindsay,Goel,1960-10-08,M,F,lindsay15@hotmail.com,100000,Graduate Degree,Management,Y
BM-117857,Abigail,Hall,1960-03-09,M,F,abigail50@hotmail.com,70000,Graduate Degree,Professional,Y
BM-117858,Bryce,Long,1977-04-04,M,M,bryce2@hotmail.com,160000,Bachelors,Management,Y
BM-1178582,Maurice,Raje,1980-12-13,M,M,maurice23@hotmail.com,70000,Partial College,Skilled Manual,Y
BM-1178592,Ian,Thompson,1980-10-27,M,M,ian46@hotmail.com,40000,High School,Skilled Manual,Y
BM-1178593,Warren,Sandberg,1978-05-22,S,M,warren7@hotmail.com,130000,High School,Professional,N
BM-1575134,Steven,Chander,1962-05-06,M,M,steven9@hotmail.com,60000,Bachelors,Management,N
BM-1575137,Peter,Reed,1983-09-14,S,M,peter11@hotmail.com,110000,Partial College,Professional,Y
BM-157533,Nicole,Jai,1964-01-27,M,F,nicole63@hotmail.com,30000,High School,Skilled Manual,Y
BM-157557,William,Powell,1983-11-22,M,M,william16@hotmail.com,70000,Bachelors,Management,Y
BM-157581,Tamara,Huang,1977-04-09,S,F,tamara5@hotmail.com,50000,Bachelors,Skilled Manual,Y
BM-157587,Christy,Liu,1997-08-16,M,F,christy18@hotmail.com,40000,Bachelors,Professional,N
BM-1650103,Douglas,Nara,1973-05-01,S,M,douglas21@hotmail.com,70000,Bachelors,Professional,Y
BM-1650111,Jack,Murphy,1999-10-05,M,M,jack22@hotmail.com,60000,Graduate Degree,Professional,Y
BM-1650134,Misty,White,1977-03-10,S,F,misty9@hotmail.com,30000,Partial College,Clerical,N
BM-165023,Alex,Bryant,1993-05-13,S,M,alex21@hotmail.com,90000,Partial College,Professional,Y
BM-165047,Roger,White,1976-06-09,S,M,roger17@hotmail.com,30000,Partial College,Clerical,Y
BM-165060,Alexandra,Adams,1963-09-16,M,F,alexandra23@hotmail.com,60000,Graduate Degree,Professional,Y
BM-165095,Jordan,Hayes,1967-08-24,M,F,jordan51@hotmail.com,60000,Graduate Degree,Management,Y
BM-1785110,Jocelyn,Green,1963-11-22,M,F,jocelyn17@hotmail.com,40000,High School,Skilled Manual,Y
BM-1785129,Adam,Ward,1980-07-21,S,M,adam31@hotmail.com,130000,Bachelors,Management,N
BM-1785147,Rebekah,Goel,1982-05-11,M,F,rebekah32@hotmail.com,30000,Bachelors,Clerical,Y
BM-17853,Christine,Lu,1973-03-23,M,F,christine4@hotmail.com,30000,High School,Skilled Manual,Y
BM-178538,Dominique,Wilson,1988-07-19,M,F,dominique14@hotmail.com,30000,Bachelors,Clerical,Y
BM-178570,Ruben,Lin,1989-08-20,M,M,ruben3@hotmail.com,30000,High School,Skilled Manual,N
BM-178579,Erika,Moreno,1998-11-10,M,F,erika6@hotmail.com,90000,Bachelors,Professional,Y
BM-178586,Eduardo,Perez,1998-11-01,M,M,eduardo22@hotmail.com,60000,Graduate Degree,Skilled Manual,Y
BN-11470130,Cody,Lopez,1998-02-02,M,M,cody13@hotmail.com,30000,High School,Professional,Y
BN-11470139,Russell,Zhao,1964-05-18,M,M,russell11@hotmail.com,30000,Partial College,Clerical,Y
BN-114701402,Charles,Butler,1974-01-24,M,M,charles31@hotmail.com,100000,Partial College,Professional,Y
BN-114701404,Max,Suarez,1995-04-09,M,M,max15@hotmail.com,30000,Bachelors,Clerical,N
BN-114701406,Shelby,Hall,1965-03-19,S,F,shelby13@hotmail.com,70000,Bachelors,Professional,N
BN-114701408,Connor,Hughes,1979-04-11,M,M,connor14@hotmail.com,80000,Partial College,Professional,Y
BN-11470143,Dominique,Sanz,1991-01-08,S,F,dominique1@hotmail.com,20000,Partial College,Manual,N
BN-11470144,Christian,Sanz,1998-03-10,S,M,christian9@hotmail.com,50000,Bachelors,Professional,N
BN-1147018,Natalie,Anderson,1976-12-03,M,F,natalie89@hotmail.com,70000,Graduate Degree,Professional,Y
BN-1147027,Krystal,Andersen,1962-12-05,M,F,krystal4@hotmail.com,20000,Bachelors,Clerical,Y
BN-1147039,Mackenzie,Roberts,1981-08-01,S,F,mackenzie13@hotmail.com,80000,Partial High School,Skilled Manual,Y
BN-1147045,Erika,Deng,1961-01-07,M,F,erika3@hotmail.com,60000,Bachelors,Professional,Y
BN-114705,Victoria,Sanders,1962-04-09,S,F,victoria20@hotmail.com,60000,High School,Professional,Y
BN-1147051,Destiny,Allen,1969-04-24,S,F,destiny21@hotmail.com,60000,Bachelors,Skilled Manual,Y
BN-1147058,Bailey,Carter,1985-04-26,M,F,bailey29@hotmail.com,60000,Partial College,Skilled Manual,Y
BN-1147059,Kaitlin,Young,1968-06-26,M,F,kaitlin14@hotmail.com,100000,Bachelors,Management,Y
BN-1147064,Micah,Bennett,1987-10-28,S,M,micah7@hotmail.com,40000,High School,Skilled Manual,N
BN-114707,Elizabeth,Rubio,1979-05-21,M,F,elizabeth35@hotmail.com,70000,Partial College,Skilled Manual,N
BN-1147078,Douglas,Jenkins,1973-06-28,M,M,douglas25@hotmail.com,120000,Partial High School,Professional,Y
BN-1147082,Cole,Jackson,1991-05-18,M,M,cole0@hotmail.com,60000,Partial College,Skilled Manual,Y
